Streckennummer;Richtung;km_von_l;km_bis_l;km_von_i;km_bis_i;km_von_km;km_von_m;km_bis_km;km_bis_m;Länge;Streckenkurzname;Bezeichnung;Kreuzungsart;Bundesland;Kreis;WKT GK (EPSG 31467);WKT WGS84 (EPSG 4326);WKT UTM 32N (EPSG 25832)
6042;Streckenachse;1,6 + 46,859;1,6 + 92,445;100160046,859;100160092,445;1,6;46,859;1,6;92,445;16;Grunewald - Halensee Nordkopf;Krbw. UF Gd.-Wes;EÜ über DBAG-Gleise;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3790833.4332158715 5827013.224592009,3790834.2599979583 5827018.646532255,3790834.5874981927 5827024.665030327,3790835.108998566 5827034.2480272595,3790835.6964989863 5827045.044523806,3790836.2744994 5827055.665520405,3790836.4423461217 5827058.748563453));MULTILINESTRING ((13.282447420152808 52.498589047490015,13.28246429063617 52.49863719567922,13.28247435028371 52.49869095569299,13.282490368413578 52.498776555439775,13.282508414458004 52.49887299473936,13.282526167981759 52.49896786636015,13.282531322424772 52.498995405480876));MULTILINESTRING ((790645.7145806716 5825120.248443179,790646.5410857596 5825125.668211145,790646.8685141103 5825131.684303695,790647.3899000122 5825141.263470417,790647.9772714814 5825152.055651732,790648.5551450202 5825162.672403247,790648.7229548867 5825165.754214036))
6042;Streckenachse;1,8 + 11,292;1,8 + 75,745;100180011,292;100180075,745;1,8;11,292;1,8;75,745;64;Grunewald - Halensee Nordkopf;Krbw S-Bahn Chab. Ws;EÜ über DBAG-Gleise;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3790827.4712193515 5827177.323366704,3790826.6830096343 5827183.796980372,3790824.426511389 5827202.326974636,3790822.7565126885 5827216.041470389,3790820.6360143386 5827233.454464996,3790819.669920417 5827241.387917208));MULTILINESTRING ((13.282503043695833 52.500062782407525,13.282497117630387 52.50012121494598,13.28248014993239 52.50028847172159,13.282467592992845 52.50041226244602,13.282451647628038 52.500569436885996,13.282444383048094 52.500641046380494));MULTILINESTRING ((790639.7565680216 5825284.2817751,790638.9687361962 5825290.752812488,790636.7133197587 5825309.275432448,790635.044121694 5825322.9844703,790632.9246399496 5825340.390535134,790631.9590091929 5825348.320830104))
6045;Streckenachse;0,9 + 32,064;0,9 + 89,555;100090032,064;100090089,555;0,9;32,064;0,9;89,555;70;Bln Neukölln - Baumschulenweg;EÜ Kanal + Industriebahn;EÜ über andere Straße/Weg KFZ-Verkehr;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3802851.2881372245 5824583.398718875,3802865.6125441375 5824577.947094439,3802904.943851012 5824562.640518784));MULTILINESTRING ((13.456674200809424 52.4702890367518,13.456879406395817 52.47023225920534,13.457442541407504 52.470073334144764));MULTILINESTRING ((802658.7486350271 5822691.27484698,802673.0672703632 5822685.825258324,802712.3827265829 5822670.52440725))
6045;Streckenachse;1,1 + 61,000;1,1 + 61,000;100110061;100110061;1,1;61;1,1;61;69,43;Bln Neukölln - Baumschulenweg;EÜ-BAB 100 (F-Bahn);EÜ über Autobahn;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3803065.0079248417 5824500.886160481,3803065.0088649807 5824500.885817627));MULTILINESTRING ((13.45973474043055 52.46943135886032,13.459734753911636 52.46943135526748));MULTILINESTRING ((802872.3822992232 5822608.793131195,802872.3832389831 5822608.792788469))
6045;Streckenachse;1,3 + 11,012;1,3 + 68,028;100130011,012;100130068,028;1,3;11,012;1,3;68,028;63;Bln Neukölln - Baumschulenweg;EÜ Grenzallee;EÜ über andere Straße/Weg KFZ-Verkehr;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3803210.7775755795 5824469.5329391705,3803238.7919193557 5824468.537606846,3803267.8160670884 5824468.537605103));MULTILINESTRING ((13.461844771713096 52.46906964233855,13.462254845771229 52.46904519007542,13.462680637245674 52.46902909389493));MULTILINESTRING ((803018.0934531642 5822577.450996141,803046.0966042582 5822576.455786323,803075.1091659764 5822576.455499844))
6045;Streckenachse;1,5 + 82,379;1,6 + 27,118;100150082,379;100160027,118;1,5;82,379;1,6;27,118;45;Bln Neukölln - Baumschulenweg;EÜ Sonnenallee;EÜ über andere Straße/Weg KFZ-Verkehr;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3803477.9126231605 5824504.563414276,3803494.1748405197 5824509.15457861,3803520.9687992795 5824516.833630426));MULTILINESTRING ((13.465795532868409 52.46923530059723,13.466038276103431 52.46926740871346,13.466438329604745 52.469321335938425));MULTILINESTRING ((803285.1222081725 5822612.464866174,803301.377978955 5822617.054038148,803328.1613173301 5822624.729761575))
6045;Streckenachse;1,7 + 10,000;1,7 + 10,000;100170010;100170010;1,7;10;1,7;10;9;Bln Neukölln - Baumschulenweg;E EÜ PT Bf Kölln. Hei;EÜ über Wege/Räume Reisende-Bstg.Zug.;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3803600.677166043 5824539.760516298,3803600.6781258844 5824539.760799342));MULTILINESTRING ((13.467628514684947 52.46948249535155,13.467628529023434 52.4694824973545));MULTILINESTRING ((803407.8380907086 5822647.646712889,803407.8390501703 5822647.646995808))
6045;Streckenachse;2,0 + 72,926;2,0 + 77,925;100200072,926;100200077,925;2;72,926;2;77,925;8;Bln Neukölln - Baumschulenweg;EÜ Heidekampgraben;EÜ über andere Straße/Weg KFZ-Verkehr;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3803946.743649962 5824649.522676263,3803951.5506887063 5824650.907454));MULTILINESTRING ((13.472805288275488 52.4702736295403,13.472877070182479 52.47028336399811));MULTILINESTRING ((803753.7675072837 5822757.361659569,803758.5726407195 5822758.745837321))
6045;Streckenachse;2,4 + 95,610;2,5 + 32,041;100240095,61;100250032,041;2,4;95,61;2,5;32,041;28;Bln Neukölln - Baumschulenweg;EÜ Kiefholzstraße;EÜ über andere Straße/Weg KFZ-Verkehr;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3804353.52042797 5824765.478189362,3804354.0610818616 5824765.631945394,3804388.462190723 5824775.878135186));MULTILINESTRING ((13.478878536302723 52.471086230047646,13.47888660816615 52.47108730663055,13.47940063312525 52.47115995418324));MULTILINESTRING ((804160.38304397 5822873.266890455,804160.9234835492 5822873.4205798,804195.3109605494 5822883.662341603))
6050;Streckenachse;3,6 + 72,244;3,6 + 86,255;100360072,244;100360086,255;3,6;72,244;3,6;86,255;10;Halle Steintorbf - Hal-Trotha;Straßenunterführung;EÜ über andere Straße/Weg KFZ-Verkehr;Sachsen-Anhalt;Kreisfreie Stadt Halle (Saale);MULTILINESTRING ((3706383.7479500673 5711791.464755997,3706372.5214747344 5711799.858518033));MULTILINESTRING ((11.971526471963015 51.502954531416016,11.971369915294282 51.50303396866336));MULTILINESTRING ((706228.6550871092 5709945.289625813,706217.4331715859 5709953.68013848))
6050;Streckenachse;3,9 + 9,212;3,9 + 14,764;100390009,212;100390014,764;3,9;9,212;3,9;14,764;10;Halle Steintorbf - Hal-Trotha;Straßenunterführung;EÜ über andere Straße/Weg KFZ-Verkehr;Sachsen-Anhalt;Kreisfreie Stadt Halle (Saale);MULTILINESTRING ((3706215.332938482 5711957.158567085,3706212.042935304 5711961.633942315));MULTILINESTRING ((11.969201044493081 51.504503207450234,11.969156338823076 51.504544577612194));MULTILINESTRING ((706060.3088435864 5710110.918807625,706057.0201951235 5710115.392425713))
6050;Streckenachse;4,4 + 26,921;4,4 + 32,726;100440026,921;100440032,726;4,4;26,921;4,4;32,726;10;Halle Steintorbf - Hal-Trotha;Straßenunterführung;EÜ über andere Straße/Weg KFZ-Verkehr;Sachsen-Anhalt;Kreisfreie Stadt Halle (Saale);MULTILINESTRING ((3706039.2568682595 5712436.570976101,3706038.5386372306 5712442.334067011));MULTILINESTRING ((11.966948367920777 51.508870575628755,11.966941400600867 51.50892256686126));MULTILINESTRING ((705884.3074695973 5710590.141375871,705883.5895780848 5710595.902171897))
6050;Streckenachse;5,0 + 25,970;5,0 + 33,203;100500025,97;100500033,203;5;25,97;5;33,203;10;Halle Steintorbf - Hal-Trotha;Straßenunterführung;EÜ über andere Straße/Weg KFZ-Verkehr;Sachsen-Anhalt;Kreisfreie Stadt Halle (Saale);MULTILINESTRING ((3705943.2066873033 5713027.2563352985,3705941.223537017 5713034.215617268));MULTILINESTRING ((11.965911432146761 51.5142075600479,11.965886964153919 51.51427074883827));MULTILINESTRING ((705788.301046469 5711180.591727712,705786.3187517568 5711187.548248692))
6051;Streckenachse;0,5 + 50,096;0,5 + 51,661;100050050,096;100050051,661;0,5;50,096;0,5;51,661;10;Wörmlitz - Abzw Saalebrücke;E EÜ FU u.Bstgt.Brühl;EÜ über Wege/Räume Reisende-Bstg.Zug.;Sachsen-Anhalt;Kreisfreie Stadt Halle (Saale);MULTILINESTRING ((3706303.6350033027 5705391.239258443,3706302.0702575403 5705391.265359516));MULTILINESTRING ((11.966641091782735 51.44553491466869,11.966618630506758 51.445535718325864));MULTILINESTRING ((706148.5156556692 5703547.620840829,706146.9515350264 5703547.646945759))
6051;Streckenachse;1,7 + 67,274;1,7 + 72,046;100170067,274;100170072,046;1,7;67,274;1,7;72,046;5;Wörmlitz - Abzw Saalebrücke;E EÜ Bstgt. Hl-Südsta;EÜ über Wege/Räume Reisende-Bstg.Zug.;Sachsen-Anhalt;Kreisfreie Stadt Halle (Saale);MULTILINESTRING ((3705113.2361831577 5705634.200558128,3705108.588510264 5705635.282249742));MULTILINESTRING ((11.949682314071874 51.44814770956025,11.949616175020838 51.448159100660924));MULTILINESTRING ((704958.5944363752 5703790.495971686,704953.9486293818 5703791.577273708))
6051;Streckenachse;2,2 + 66,447;2,2 + 91,140;100220066,447;100220091,14;2,2;66,447;2,2;91,14;26;Wörmlitz - Abzw Saalebrücke;EÜ Kaiserslauterer Straße;EÜ über andere Straße/Weg KFZ-Verkehr;Sachsen-Anhalt;Kreisfreie Stadt Halle (Saale);MULTILINESTRING ((3704630.606393195 5705760.596834236,3704620.829434881 5705763.5043971855,3704606.8555614534 5705767.345900289));MULTILINESTRING ((11.942822160522306 51.44945669766372,11.942683386041658 51.449486326021805,11.94248485859056 51.44952585238775));MULTILINESTRING ((704476.158535538 5703916.846172291,704466.3855081232 5703919.7526632445,704452.4172501289 5703923.592759657))
6052;Streckenachse;0,8 + 40,673;0,8 + 45,535;100080040,673;100080045,535;0,8;40,673;0,8;45,535;5;Lpz-Plagwitz - Miltitzer Allee;EÜ Fußweg;EÜ über Wege/Räume Reisende-Bstg.Zug.;Sachsen;Kreisfreie Stadt Leipzig;MULTILINESTRING ((3731310.7168020783 5692561.987518222,3731308.254824592 5692561.211485318,3731306.004732229 5692560.827083117));MULTILINESTRING ((12.317409590582177 51.320767230426235,12.317373830822106 51.320761266764364,12.317341359209657 51.32075873125314));MULTILINESTRING ((731145.4920306394 5690723.264554884,731143.0310294968 5690722.48885459,731140.7818324321 5690722.104626602))
6052;Streckenachse;1,0 + 93,499;1,1 + 1,469;100100093,499;100110001,469;1;93,499;1,1;1,469;12;Lpz-Plagwitz - Miltitzer Allee;EÜ Krbw Uf;EÜ über DBAG-Gleise;Sachsen;Kreisfreie Stadt Leipzig;MULTILINESTRING ((3731059.869839592 5692573.524217962,3731056.9429059764 5692574.127992066,3731052.0607316582 5692575.134644935));MULTILINESTRING ((12.313824794158277 51.32097257713865,12.313783269568129 51.32097918245745,12.313714005534997 51.320990196147534));MULTILINESTRING ((730894.7453779108 5690734.798948079,730891.8196190351 5690735.402507849,730886.9394041991 5690736.408803383))
6053;Streckenachse;5,5 + 66,356;5,5 + 68,856;100550066,356;100550068,856;5,5;66,356;5,5;68,856;6;Halle Hbf - Gröbers;EÜ Bstgt. Dieskau;EÜ über Wege/Räume Reisende-Bstg.Zug.;Sachsen-Anhalt;Landkreis Saalekreis;MULTILINESTRING ((3712144.736246843 5706200.254027631,3712147.1835128083 5706199.739207659));MULTILINESTRING ((12.051023736535642 51.45064078642482,12.051058582643194 51.450635249856425));MULTILINESTRING ((711987.2916109519 5704356.259135993,711989.7378948589 5704355.744499242))
6053;Streckenachse;9,6 + 41,153;9,7 + 51,256;100960041,153;100970051,256;9,6;41,153;9,7;51,256;8;Halle Hbf - Gröbers;Kreuzungsbauwerk;EÜ über DBAG-Gleise;Sachsen-Anhalt;Landkreis Saalekreis;MULTILINESTRING ((3715733.9282872775 5704509.788541341,3715746.1313282144 5704504.333825092,3715766.371821394 5704496.222826818,3715785.6763148895 5704488.486328463,3715794.6333118714 5704484.897329226,3715830.145299988 5704472.588331635,3715836.7445955947 5704470.451499179));MULTILINESTRING ((12.101550617948506 51.43411434732747,12.101722521107552 51.434060749784216,12.102008216152553 51.43398025451285,12.102280698225329 51.433903475778344,12.102407125901834 51.43386785695025,12.102909543373311 51.43374387238004,12.10300300043281 51.433722183230174));MULTILINESTRING ((715575.0347575913 5702666.435953209,715587.232874938 5702660.983303818,715607.4652102119 5702652.8753597215,715626.7619230476 5702645.141774538,715635.7153099247 5702641.554126721,715671.2130025686 5702629.249720138,715677.8096429848 5702627.113680698))
6062;Streckenachse;0,9 + 50,911;0,9 + 55,256;100090050,911;100090055,256;0,9;50,911;0,9;55,256;;Bln-Grunewald Gdr - Gds;EÜ östl.PT Bf Gd;EÜ über Wege/Räume Reisende-Bstg.Zug.;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3789529.778263763 5825802.754274666,3789526.60954158 5825799.773487122));MULTILINESTRING ((13.262253495595038 52.48843371654864,13.262204389136455 52.48840868248675));MULTILINESTRING ((789342.5681414837 5823910.274026108,789339.4006549518 5823907.294459304))
6062;Streckenachse;1,1 + 29,000;1,1 + 29,000;100110029;100110029;1,1;29;1,1;29;6;Bln-Grunewald Gdr - Gds;E EÜ westl.PT Bf Gwd;EÜ über Wege/Räume Reisende-Bstg.Zug.;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3789400.6752954354 5825679.764970531,3789400.6745729363 5825679.764277364));MULTILINESTRING ((13.260251461357647 52.48739990740009,13.260251450149685 52.48739990157073));MULTILINESTRING ((789213.5155021825 5823787.335074406,789213.5147799652 5823787.334381524))
6067;Streckenachse;0,9 + 69,750;0,9 + 75,307;100090069,75;100090075,307;0,9;69,75;0,9;75,307;16;Biesdf Kr Nord - Karower Kreuz;EÜ Wiesenburger Weg;EÜ über andere Straße/Weg Fahrverkehr;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3807269.0783879748 5833252.789021676,3807267.5285411417 5833258.131344201));MULTILINESTRING ((13.529476456281989 52.545489012895786,13.529458619969033 52.5455377446252));MULTILINESTRING ((807074.8606920928 5831357.16098501,807073.311516561 5831362.501190252))
6067;Streckenachse;1,2 + 23,456;1,2 + 25,538;100120023,456;100120025,538;1,2;23,456;1,2;25,538;6;Biesdf Kr Nord - Karower Kreuz;6067/1,220/1637  EÜ Grabendurchlass;EÜ über Graben/Flutöffn. zeitw. Wasser;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3807198.6189624844 5833496.780231403,3807198.0327446745 5833498.780181872));MULTILINESTRING ((13.528666574429932 52.54771447309855,13.528659808185841 52.54773271965046));MULTILINESTRING ((807004.4317964651 5831601.055492584,807003.8458323653 5831603.054650488))
6067;Streckenachse;4,1 + 97,176;4,1 + 99,175;100410097,176;100410099,175;4,1;97,176;4,1;99,175;6;Biesdf Kr Nord - Karower Kreuz;EÜ Grabendurchlass;EÜ über Graben/Flutöffn. zeitw. Wasser;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3805561.070510589 5835927.040956955,3805559.776745547 5835928.567645238));MULTILINESTRING ((13.50683750197969 52.57040641722805,13.506819884819558 52.57042081981456));MULTILINESTRING ((805367.5609374696 5834030.362259943,805366.2677038823 5834031.888351573))
6067;Streckenachse;4,5 + 56,673;4,5 + 64,244;100450056,673;100450064,244;4,5;56,673;4,5;64,244;55;Biesdf Kr Nord - Karower Kreuz;PT Wartenberg;EÜ über Wege/Räume Reisende-Bstg.Zug.;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3805320.5042026816 5836194.645920854,3805315.445130997 5836200.289435257));MULTILINESTRING ((13.503546552421339 52.572938660763214,13.503477354780575 52.572992054302254));MULTILINESTRING ((805127.0932889963 5834297.862775806,805122.0362922549 5834303.504087371))
6067;Streckenachse;5,2 + 5,617;5,2 + 22,711;100520005,617;100520022,711;5,2;5,617;5,2;22,711;39;Biesdf Kr Nord - Karower Kreuz;EÜ Wartenberger Weg;EÜ über andere Straße/Weg KFZ-Verkehr;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3804888.308884258 5836679.604437623,3804876.9893949353 5836692.438110737));MULTILINESTRING ((13.497637015366108 52.57752531611428,13.497482345486908 52.57764662511293));MULTILINESTRING ((804695.0752597222 5834782.631974004,804683.7604150071 5834795.4606359545))
6067;Streckenachse;6,5 + 67,419;6,5 + 84,117;100650067,419;100650084,117;6,5;67,419;6,5;84,117;25;Biesdf Kr Nord - Karower Kreuz;EÜ über die B2;EÜ über Bundesstraße;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3803984.6917120544 5837700.371479124,3803973.6052207295 5837712.882005464));MULTILINESTRING ((13.485283872296746 52.587175271304865,13.485132265717134 52.58729354046448));MULTILINESTRING ((803791.8288193684 5835803.000472154,803780.7468763865 5835815.5061141))
6067;Streckenachse;6,6 + 7,951;6,6 + 10,024;100660007,951;100660010,024;6,6;7,951;6,6;10,024;9;Biesdf Kr Nord - Karower Kreuz;EÜ Grabendurchlass;EÜ über Graben/Flutöffn. zeitw. Wasser;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3803957.7808445026 5837730.738987423,3803956.404494249 5837732.29212679));MULTILINESTRING ((13.484915867662643 52.58746235241914,13.48489704601996 52.587477035089925));MULTILINESTRING ((803764.9289922647 5835833.356124288,803763.5532066725 5835834.908657273))
6067;Streckenachse;8,1 + 87,102;8,1 + 91,726;100810087,102;100810091,726;8,1;87,102;8,1;91,726;5;Biesdf Kr Nord - Karower Kreuz;EÜ Bachbrücke Stb  EÜ Laake bei Ako;EÜ über Graben/Flutöffn. zeitw. Wasser;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3802910.1387087135 5838914.599773659,3802907.069328557 5838918.06478727));MULTILINESTRING ((13.470587208043389 52.59865242458488,13.470545214248375 52.598685176188226));MULTILINESTRING ((802717.7166737847 5837016.754694338,802714.6485528589 5837020.218355141))
6068;Streckenachse;67,9 + 65,930;67,9 + 90,798;106790065,93;106790090,798;67,9;65,93;67,9;90,798;21;Golm - Priort;6068/67,978/1616  EÜ Straße nach Marquardt;EÜ über andere Straße/Weg Fahrverkehr;Brandenburg;Kreisfreie Stadt Potsdam;MULTILINESTRING ((3770145.0642250036 5820798.797993088,3770140.5022546393 5820823.253097924));MULTILINESTRING ((12.97353795253389 52.45350315551745,12.973490777289495 52.4537246489082));MULTILINESTRING ((769965.5423225253 5818908.503419759,769960.9824095553 5818932.94880818))
6068;Streckenachse;68,5 + 78,236;68,5 + 83,352;106850078,236;106850083,352;68,5;78,236;68,5;83,352;17;Golm - Priort;E EÜ FGBR Marquardt;EÜ über Wege/Räume Reisende-Bstg.Zug.;Brandenburg;Kreisfreie Stadt Potsdam;MULTILINESTRING ((3769983.452052168 5821388.412310551,3769981.787408745 5821393.251867067));MULTILINESTRING ((12.971642812433384 52.45886886095239,12.971622292870931 52.45891306951256));MULTILINESTRING ((769804.0003565529 5819497.883974102,769802.3364243368 5819502.721615168))
6068;Streckenachse;74,7 + 59,136;74,7 + 61,922;107470059,136;107470061,922;74,7;59,136;74,7;61,922;3,2;Golm - Priort;EÜ Großer Graben;EÜ über andere Straße/Weg Fahrverkehr;Brandenburg;Landkreis Havelland;MULTILINESTRING ((3769589.185648319 5827517.581282274,3769589.405318047 5827520.359616808));MULTILINESTRING ((12.9708105106143 52.51401151306036,12.970815987765109 52.51403631224834));MULTILINESTRING ((769409.9506770063 5825624.6105741775,769410.1702860065 5825627.3877977645))
6070;Streckenachse;4,8 + 2,962;4,9 + 28,552;100480002,962;100490028,552;4,8;2,962;4,9;28,552;128;Bln-Rummelsb. - Biesdf Kr Nord;Krbw Gl. Bln.-Erkner;EÜ über DBAG-Gleise;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3805466.698372493 5827358.503252419,3805490.9988679164 5827347.949555818,3805509.787361481 5827339.790057277,3805582.165631992 5827308.356477846));MULTILINESTRING ((13.497582875714393 52.4936962346659,13.497929883706355 52.49358809778193,13.498198180121266 52.49350449158389,13.499231720796157 52.493182399863656));MULTILINESTRING ((805273.1421071299 5825465.245882585,805297.4327984904 5825454.696160189,805316.2137118162 5825446.53973426,805388.5627812046 5825415.117991763))
6070;Streckenachse;4,8 + 92,845;4,8 + 92,846;100480092,845;100480092,846;4,8;92,845;4,8;92,846;5;Bln-Rummelsb. - Biesdf Kr Nord;EÜ PT Betriebsbf. Rgb.;EÜ über Wege/Räume Reisende-Bstg.Zug.;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3805549.3366870964 5827322.613950977,3805549.3376064952 5827322.613551686));MULTILINESTRING ((13.49876293488047 52.49332849364027,13.49876294800921 52.49332848954882));MULTILINESTRING ((805355.7470812007 5825429.370095962,805355.7480002281 5825429.369696821))
6070;Streckenachse;5,3 + 99,019;5,4 + 14,064;100530099,019;100540014,064;5,3;99,019;5,4;14,064;26;Bln-Rummelsb. - Biesdf Kr Nord;EÜ Wallensteinstr.;EÜ über andere Straße/Weg KFZ-Verkehr;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3806025.73188297 5827150.365053614,3806040.4134860155 5827146.919441149));MULTILINESTRING ((13.505597170915124 52.49151868772806,13.50580948928773 52.491479595062025));MULTILINESTRING ((805831.9504147926 5825257.185278157,805846.6261233045 5825253.740896878))
6070;Streckenachse;6,3 + 47,052;6,3 + 62,474;100630047,052;100630062,474;6,3;47,052;6,3;62,474;26;Bln-Rummelsb. - Biesdf Kr Nord;E EÜ Friedenhorster S;EÜ über andere Straße/Weg KFZ-Verkehr;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3806924.6003206796 5827364.259612707,3806938.5320918737 5827370.957956021));MULTILINESTRING ((13.518986409777424 52.492930657859226,13.519197052576622 52.49298283854438));MULTILINESTRING ((806730.4621425554 5825470.98561387,806744.3884182982 5825477.681146205))
6070;Streckenachse;6,7 + 99,577;6,8 + 16,624;100670099,577;100680016,624;6,7;99,577;6,8;16,624;44;Bln-Rummelsb. - Biesdf Kr Nord;E EÜ Treskowallee;EÜ über andere Straße/Weg KFZ-Verkehr;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3807333.566924749 5827560.454706769,3807348.967986463 5827567.856113151));MULTILINESTRING ((13.525169620535186 52.494458365898424,13.525402490917585 52.49451600697257));MULTILINESTRING ((807139.2674237113 5825667.098364787,807154.6624103815 5825674.496665043))
6070;Streckenachse;8,0 + 50,000;8,0 + 50,000;100800050;100800050;8;50;8;50;32;Bln-Rummelsb. - Biesdf Kr Nord;E Krbw Stralsunder Ku;EÜ über DBAG-Gleise;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3808356.070168103 5828226.157738817,3808356.0704067736 5828226.158712348));MULTILINESTRING ((13.540792801007454 52.499845756825046,13.54079280541145 52.49984576541146));MULTILINESTRING ((808161.3690514308 5826332.525587502,808161.3692900158 5826332.526560643))
6070;Streckenachse;9,2 + 5,416;9,2 + 34,264;100920005,416;100920034,264;9,2;5,416;9,2;34,264;30;Bln-Rummelsb. - Biesdf Kr Nord;EÜ B1 (Kurve) Bw 19  2222;EÜ über andere Straße/Weg KFZ-Verkehr;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3808085.5987366196 5829329.747277242,3808086.143917937 5829363.388137205));MULTILINESTRING ((13.537842837193432 52.50988469610931,13.537881952662229 52.51018575348279));MULTILINESTRING ((807891.0164553551 5827435.677234722,807891.5617503679 5827469.304659968))
6070;Streckenachse;9,7 + 80,069;9,8 + 6,051;100970080,069;100980006,051;9,7;80,069;9,8;6,051;50;Bln-Rummelsb. - Biesdf Kr Nord;Krbw Vsr-St Bw;EÜ über DBAG-Gleise;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3808077.2208975465 5829903.387196299,3808078.667192644 5829909.13158434,3808081.217692416 5829919.262080963,3808082.5471922974 5829924.543579204,3808083.044438152 5829928.671406961));MULTILINESTRING ((13.538250390973213 52.51502826063258,13.538276942267204 52.51507890428741,13.538323765267865 52.51516821678136,13.538348173501744 52.515214779631364,13.538359293641143 52.51525147727012));MULTILINESTRING ((807882.6476106402 5828009.0882412065,807884.0933849921 5828014.830321876,807886.642966449 5828024.956749345,807887.9719876479 5828030.236126148,807888.4690756737 5828034.362301202))
6070;Streckenachse;9,9 + 76,586;10,0 + 7,851;100990076,586;101000007,851;9,9;76,586;10;7,851;39;Bln-Rummelsb. - Biesdf Kr Nord;Krbw Fro-Mar Bw 7;EÜ über DBAG-Gleise;Berlin;Kreisfreie Stadt Berlin;MULTILINESTRING ((3808086.2240507365 5830098.638233494,3808085.0687022186 5830110.905019805,3808083.91470329 5830123.160515984,3808083.7647034056 5830124.344515616,3808083.0837329426 5830129.733072982));MULTILINESTRING ((13.538563223362084 52.516772294242124,13.538557606268336 52.51688283569734,13.538551998536207 52.516993275249526,13.538550891231079 52.51700396651693,13.538545876698379 52.51705262309511));MULTILINESTRING ((807891.6490933229 5828204.261246532,807890.4943268343 5828216.523147383,807889.3409092857 5828228.773762592,807889.1909809418 5828229.9572910555,807888.51033539 5828235.343704045))
